Timestamp,Pressure_1(Bar),Flow_1(L/min),Temperature_1(C),Pressure_2(Bar),Flow_2(L/min),Temperature_2(C)
2025-08-18T16:23:37.791912,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:37.892044,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:37.992178,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:38.092312,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:38.192424,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:38.292534,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:38.392671,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:38.492826,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:38.592953,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:38.693065,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:38.793188,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:38.893327,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:38.993458,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:39.093563,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:39.193668,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:39.293768,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:39.393906,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:39.494037,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:39.594145,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:39.694259,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:39.794363,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:39.894499,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:39.994627,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:40.094733,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:40.194851,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:40.294948,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:40.395087,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:40.495217,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:40.595334,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:40.695447,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:40.795548,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:40.895658,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:40.995787,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:41.095908,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:41.196023,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:41.296130,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:41.396270,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:41.496407,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:41.596531,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:41.696646,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:41.796765,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:41.896911,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:41.997041,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:42.097160,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:42.197273,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:42.297375,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:42.397519,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:42.497649,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:42.597759,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:42.697879,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:42.797980,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:42.898102,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:42.998227,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:43.098339,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:43.198453,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:43.298549,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:43.398713,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:43.498853,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:43.598984,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:43.699104,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:43.799217,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:43.899358,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:43.999493,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:44.099619,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:44.199724,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:44.299832,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:44.399972,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:44.500105,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:44.600247,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:44.700372,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:44.800467,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:44.900656,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:45.000783,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:45.100867,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:45.200947,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:45.301029,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:45.401147,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:45.501261,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:45.601337,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:45.701416,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:45.801499,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:45.901596,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:46.001700,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:46.101798,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:46.201876,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:46.301962,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:46.402073,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:46.502179,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:46.602279,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:46.702367,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:46.802444,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:46.902548,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:47.002656,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:47.102742,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:47.202825,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:47.302894,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:47.403003,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:47.503121,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:47.603206,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:47.703296,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:47.803401,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:47.903528,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:48.003646,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:48.103733,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:48.203827,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:48.303911,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:48.404019,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:48.504141,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:48.604252,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:48.704341,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:48.804420,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:48.904527,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:49.004640,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:49.104733,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:49.204823,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:49.304920,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:49.405097,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:49.505212,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:49.605303,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:49.705385,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:49.805465,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:49.905607,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:50.005701,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:50.105810,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:50.205924,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:50.306066,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:50.406199,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:50.506302,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:50.606403,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:50.706485,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:50.806581,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:50.906720,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:51.006844,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:51.106955,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:51.207087,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:51.307177,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:51.407329,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:51.507467,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:51.607581,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:51.707692,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:51.807802,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:51.907940,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:52.008066,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:52.108190,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:52.208318,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:52.308417,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:52.408547,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:52.508662,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:52.608770,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:52.708884,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:52.808975,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:52.909100,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:53.009224,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:53.109336,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:53.209455,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:53.309562,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:53.409734,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:53.509868,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:53.609958,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:53.710058,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:53.810175,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:53.910298,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:54.010405,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:54.110500,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:54.210582,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:54.310670,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:54.410787,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:54.510905,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:54.611022,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:54.711113,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:54.811203,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:54.911315,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:55.011392,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:55.111487,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:55.211572,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:55.311658,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:55.411773,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:55.511896,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:55.611972,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:55.712056,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:55.812142,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:55.912256,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:56.012384,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:56.112501,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:56.212606,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:56.312696,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:56.412817,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:56.512938,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:56.613063,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:56.713155,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:56.813248,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:56.913372,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:57.013489,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:57.113601,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:57.213688,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:57.313774,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:57.413900,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:57.514015,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:57.614113,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:57.714199,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:57.814281,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:57.914436,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:58.014554,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:58.114633,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:58.214709,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:58.314788,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:58.414959,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:58.515080,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:58.615181,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:58.715289,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:58.815379,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:58.915557,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:59.015650,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:59.115748,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:59.215860,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:59.315965,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:59.416153,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:59.516280,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:59.616383,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:59.716481,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:59.816576,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:23:59.916694,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:00.016817,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:00.116932,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:00.217026,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:00.317114,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:00.417285,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:00.517403,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:00.617499,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:00.717588,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:00.817686,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:00.917874,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:01.017999,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:01.118116,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:01.218231,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:01.318335,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:01.418438,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:01.518558,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:01.618644,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:01.718736,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:01.818821,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:01.919009,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:02.019132,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:02.119225,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:02.219331,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:02.319423,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:02.419594,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:02.519724,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:02.619841,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:02.719955,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:02.820065,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:02.920266,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:03.020413,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:03.120559,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:03.220695,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:03.320822,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:03.421067,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:03.521208,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:03.621328,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:03.721438,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:03.821532,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:03.921670,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:04.021803,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:04.121916,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:04.222027,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:04.322127,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:04.422336,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:04.522472,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:04.622576,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:04.722670,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:04.822762,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:04.922945,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:05.023079,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:05.123179,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:05.223271,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:05.323371,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:05.423572,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:05.523706,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:05.623805,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:05.723902,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:05.823999,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:05.924213,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:06.024356,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:06.124465,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:06.224574,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:06.324671,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:06.424800,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:06.524932,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:06.625032,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:06.725133,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:06.825227,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:06.925432,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:07.025555,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:07.125674,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:07.225779,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:07.325884,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:07.426033,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:07.526162,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:07.626280,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:07.726409,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:07.826513,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:07.926661,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:08.026797,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:08.126918,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:08.227037,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:08.327137,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:08.427273,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:08.527401,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:08.627518,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:08.727624,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:08.827725,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:08.927856,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:09.027984,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:09.128101,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:09.228195,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:09.328313,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:09.428445,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:09.528559,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:09.628666,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:09.728760,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:09.828824,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:09.928935,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:10.029047,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:10.129153,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:10.229248,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:10.329323,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:10.429444,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:10.529557,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:10.629658,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:10.729759,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:10.829856,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:10.929970,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:11.030087,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:11.130199,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:11.230306,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:11.330412,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:11.430537,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:11.530652,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:11.630758,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:11.730863,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:11.830986,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:11.931121,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:12.031243,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:12.131357,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:12.231452,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:12.331512,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:12.431628,0.000,0.00,0.00,0.000,0.00,0.00
2025-08-18T16:24:12.531740,0.000,0.00,0.00,0.000,0.00,0.00
